lat,lng
49.0740018,-147.147085
53.25488157,-168.0679755
52.98143924,171.5951045
52.21587045,-163.1252747
51.22642868,-153.5062949
52.01903016,-161.0131865
40.7392343,131.5163537
52.37058415,-166.1975488
47.1367206,144.9013984
52.61361284,-164.625042
48.0650119,146.4351933
50.91233327,-153.385739
52.94471337,-165.7758277
39.78483906,-126.7663641
48.57028073,150.3188401
41.28758767,133.2002566
52.81031501,-171.194315
53.48760832,-172.3249723
52.51795162,167.2923196
50.72265076,157.9894022
42.33710201,-131.6122793
53.21610305,-170.4716688
53.31224944,178.6021336
42.20187208,-74.38940089
69.68375915,152.9385925
49.75039858,-78.11598947
76.07836142,-124.8153873
42.00342011,127.8334005
68.92268956,151.0423497
52.77092091,133.679075
77.69848163,-145.2434342
49.3306993,-77.6858855
62.63823079,-88.34582328
39.34720414,127.137068
53.72053909,-80.66695228
64.09893855,-89.47845396
41.19265073,127.3719514
72.09873782,159.1893507
68.37500181,-96.33324473
76.8709403,-178.7976138
45.9418657,-75.64019804
75.24240978,170.3540999
54.34104945,134.8443409
61.7852971,140.6094342
75.24674295,-117.1392579
41.60724588,-74.3480668
44.75748319,-75.41922843
55.03527894,134.9346847
43.40470817,-74.94733788
62.06491792,140.4403032
71.19385002,-102.2698976
76.76556316,-130.976134
71.91047673,157.5453215
60.08678312,-85.13141836
57.60980256,136.9225414
49.13972282,-77.47390171
47.44019016,130.5442101
46.42457944,130.1190941
75.28315353,172.2755779
45.73896556,-75.65586043
59.95956085,138.5798801
59.07213215,137.9903537
70.11801165,-99.12266016
59.34954977,-83.8979911
55.04405093,-81.25054894
76.23816599,-178.5464186
74.93651125,-118.6684213
77.35212112,-170.2090074
54.32161132,133.8185411
77.62121241,-164.7659505
77.22742745,-136.0134136
76.44934759,-130.3889396
72.29380367,158.461289
48.09143209,-77.06284456
76.4648856,-177.0573583
64.11153509,143.4726554
41.1491334,-74.09893298
48.24206593,131.4575709
66.36883679,-92.29982213
37.68640003,126.7076661
44.3201395,129.1038077
37.68159722,126.4108817
55.34763825,-81.62960912
72.83602927,-107.3537213
52.85811671,-79.81929237
67.20519664,148.3531246
76.39373643,-178.3572437
74.72350122,172.3712645
44.44104666,128.9439093
77.36191018,-168.6007101
40.74275175,-74.06845162
60.31358629,-85.69254248
70.62318653,154.234342
40.9838894,-73.57378252
45.7674376,-76.00536596
62.16359683,140.7822112
71.35968212,156.6946042
77.31249054,-175.1032258
48.81100762,131.3643195
37.11193244,126.2688145
59.16152677,137.1681242
70.92215978,-102.3976248
70.86008378,-100.6192856
59.98901742,138.707658
76.78690679,-175.747571
77.66605922,-146.1828216
44.59875776,128.9142178
42.3179311,127.8871642
48.75127141,130.4817211
44.25428359,129.0601407
47.26530493,130.3354893
54.84675483,-80.83571177
50.12766212,-78.35534301
70.81471875,154.6204436
47.26020287,-76.52178744
64.78970476,145.4678429
54.09957816,133.9252272
71.86148136,-103.9801467
58.6965492,138.290665
56.79209108,-82.59134343
57.02131931,-82.52859812
41.20939099,127.8115874
61.6646545,-86.88854725
71.11699201,156.1010927
51.54375713,133.0770579
38.79602459,126.9566419
44.9520358,129.514207
54.89961619,-80.2773973
66.33265131,146.19805
66.9643368,-93.57406991
41.63580158,-74.00906073
41.70647737,-74.3900487
58.6356916,-83.73684291
46.34431605,129.7174478
38.74432453,127.079558
77.05213838,-171.7990566
60.84294021,139.7735977
39.5568238,127.2712668
75.03282553,-116.6133073
56.55549021,-82.19507333
54.85643426,135.3806867
42.12584121,127.9888552
67.23929354,148.0390786
66.20679485,146.3942678
76.28896476,-179.2730663
38.14232973,126.8637203
76.39676302,-178.9810889
76.27361384,177.5306605
74.40663638,-115.2511232
69.56819814,152.616886
66.1441108,145.7615795
57.43773625,136.9663531
76.20110111,178.9418179
73.31809003,162.0045151
68.09871545,-95.17220613
44.94602782,129.0834283
60.31507237,-85.45910776
61.22466119,140.1235053
67.66327697,149.4233721
53.04916483,-79.97303657
76.78811373,-133.7360523
55.03035416,135.2423333
77.11999553,-163.641435
61.36148155,140.6081028
60.26395614,-85.39106232
74.51114943,-114.5959383
61.36474968,140.1256121
74.15448683,-112.52537
77.42598861,-134.8470961
48.57826667,130.7993246
43.20009651,128.4445598
66.21497932,-91.9495847
64.46601936,143.606747
59.12233876,-84.33180357
62.27570425,-87.29426353
43.69646485,-75.30835862
75.04032662,170.6434005
64.68737702,143.856959
38.74203849,127.0952802
66.08393286,147.0340017
44.07374053,128.9072985
52.75960969,133.247117
51.33195827,132.4872269
41.25849201,-74.04721189
77.69699957,-141.3713619
62.96934898,141.9180028
50.52793753,131.9108563
75.80273435,-123.4006055
66.1387051,-92.23536064
77.91800653,-161.4772203
59.41569549,-84.89629458
59.845803,-85.25649012
61.9123936,141.0157196
71.51239192,156.7127365
75.68707779,175.2877845
54.63521035,-80.61077006
56.13368629,-81.59603509
57.25908494,-82.59357336
76.96348664,-173.1739415
63.50453507,-88.56839164
71.91836734,158.0211572
72.48458515,160.7436629
42.41881543,128.4753434
47.16629876,-76.18583095
59.16477317,-83.48358526
75.08794988,171.0860631
55.04942877,134.9146012
42.02626825,-74.43720727
57.23251577,136.231173
77.5876475,-147.725791
52.43103131,133.4469605
51.17712463,-78.56521377
47.98687305,130.9289638
48.20028344,-76.78175441
77.66956807,-158.7171964
61.62544328,-86.74965797
53.06269669,-79.83332585
63.46126641,142.9349185
43.14251468,-74.51264482
55.3094707,135.5976704
64.46260448,-89.57623359
69.62187543,-98.81712123
72.26197709,159.6822781
77.09691196,-177.0099687
77.67775082,-162.236369
52.7181002,133.5177098
77.23618848,-133.3237513
39.56048771,127.2555483
75.83604757,173.8902211
41.1028211,128.0001922
72.66039694,-106.0111551
45.8020046,130.0782728
76.68869557,-126.027929
55.17045376,-81.33623584
69.50873346,152.4445101
49.3337861,131.3938514
62.67528885,141.4497091
59.42335946,-84.4553764
75.827217,174.9371453
56.64266093,-82.15578967
60.15057748,138.6511502
76.62332477,-127.6011325
74.83851172,170.1714109
75.15724367,171.4177674
65.89333879,-91.9268592
53.28524652,133.7065392
73.55092719,-110.1278486
72.71216673,-107.3170412
54.780926,-80.73692992
74.06214064,165.7555415
67.65993423,148.2039857
42.43501998,128.0043563
57.39133591,136.7433395
62.92863395,-87.88626049
48.08811051,-77.04899138
46.15724759,129.6524213
42.26960195,-74.04891753
69.7976939,153.2462236
68.68508181,150.7554301
74.09837155,166.0896168
75.58356321,-120.7515654
72.3574892,158.8885134
71.1492773,157.5780793
61.75976206,141.2339608
62.42388641,141.3629426
51.0284537,132.407088
58.03975716,137.3585525
38.23200733,127.060151
63.18242689,142.249198
77.16335598,-172.4139958
48.75703612,131.288254
73.01472042,-107.6748953
58.55735161,137.3013209
48.9891941,131.77265
67.32223626,147.919448
69.68182132,-99.22827964
37.59621043,126.1411244
39.27643857,126.7703996
75.85079569,-122.3743817
62.25312703,-87.14955163
43.77279201,128.4356335
66.49817941,146.4150907
56.66082029,-82.71023227
77.96478466,-150.6659501
75.47511126,-116.1606283
75.96455379,-124.9613572
39.86242028,127.0629718
41.20911729,-74.20777409
44.92844344,-75.56039337
67.00005151,146.6505581
51.00413312,132.3198669
51.85150522,-79.42808935
53.73548402,134.0768647
65.49593707,145.4965537
71.60931739,-103.7850667
71.29498685,-101.1280923
52.10097353,132.7759809
66.27649709,-92.87518774
58.73409178,137.6091116
41.78182555,-74.14367338
70.37104816,154.4036731
66.47917834,-92.81891832
55.75449006,-80.7353949
75.78420591,-119.524932
51.48912538,132.6610351
39.11441154,127.6928184
48.70879346,-77.14769778
43.19217421,-74.76724138
55.77955745,135.2047244
71.31443025,-102.8097104
65.57540082,145.7989676
62.65611193,141.1226239
49.21226554,131.406213
78.37491628,-159.5747393
65.78022222,145.5671766
68.10695192,-95.55181197
73.5293216,163.7200625
64.47528597,143.3806663
77.69570343,-155.5856029
59.49594734,138.5339335
76.76044542,-130.2940862
44.08991693,-75.22806554
71.3211115,-103.3468124
37.33528149,-125.3705728
47.48036414,-170.3897882
37.77131741,-125.0545829
46.72030795,-157.123845
46.73175707,176.6971304
37.42024778,-124.2473237
34.62342756,-119.690379
47.49286724,-163.0163978
47.58075225,-170.8110776
47.56981277,-165.4773421
37.76393079,143.5559711
42.06377063,-136.1025569
42.50057937,156.9531718
35.7837381,141.2313888
40.5549667,-131.7552116
45.06823319,-149.7365914
46.95907852,177.7797707
47.24305088,-158.8256983
45.94406618,-150.9717819
45.90166733,169.8647865
44.56687975,162.9196188
37.67209574,-125.9657744
47.49460302,178.993741
38.72297179,146.7784714
36.3698271,-122.6649036
38.37997162,-126.4799827
46.60668641,174.6866004
36.50049014,-122.4860834
47.98322104,-174.704203
45.82990155,170.759602
39.13680602,146.3360029
41.10085175,152.1175425
39.07864416,-128.5281135
46.55874099,-153.2260404
46.16348768,-149.4997004
46.61867264,-158.4138331
34.67607079,-120.1822645
36.5471395,-123.2729666
42.14430754,-134.5148081
34.8833274,-120.2186491
47.67033183,-176.9709083
46.42621803,174.5023558
43.81891194,-141.1089513
46.85811933,176.5330892
41.61172467,152.834999
47.7068463,-171.7114822
47.06002291,-157.7248682
47.06427276,178.5006267
38.69464264,-127.3443978
47.49583968,-176.3853425
38.52024833,145.9130988
42.47195105,155.3699019
44.33484043,-144.2095426
44.95738055,165.5298897
40.34802553,150.6725632
38.44742593,-126.8978901
36.15942121,-122.4594854
47.66209979,-160.3702431
47.93664851,-170.6768436
41.35835982,153.0844109
34.07425506,-119.2535314
47.22786309,-161.0620623
43.57568178,159.1342869
45.87331384,170.119703
47.73833085,-171.2629649
45.47932762,167.2541185
47.33466827,175.9697279
44.77022139,163.8873383
44.75912391,-147.0703269
39.91494908,149.3433761
40.77129952,-133.135206
44.44344202,-144.7472653
47.30695173,-178.9495359
40.34290678,-130.8742564
47.50598545,-176.4253841
39.31349211,147.6020153
46.68686434,-153.3600176
46.40414654,-150.5026782
44.44251358,-143.9198726
45.20654239,-146.6899768
37.73260069,143.2296946
47.27077992,-166.6968876
46.33394553,172.2111149
46.60142124,-155.3710191
45.28769847,-148.5188492
46.50813675,-154.078169
40.8646511,-131.0968402
38.7068593,-127.5764798
43.22385138,-138.2320795
38.14130854,-126.0373336
47.64313465,-177.4054629
39.50352688,147.4517595
43.49315282,-140.708492
47.58157565,-168.3590093
45.81685175,168.5919421
45.50768711,167.5305531
45.19053128,-146.3541973
36.4667099,-123.0315328
46.95463733,-163.0402194
38.51278723,-127.2902212
47.73841504,-175.1090744
44.62737182,-145.2299498
43.57189975,-141.6588466
40.1061056,-130.5506583
41.01253065,152.6367871
42.99542326,156.5786022
38.00157182,145.2175676
34.56770963,-119.5007346
40.25812884,149.4627346
38.31986743,144.5238543
42.96506872,158.1424401
46.67365029,-158.6998643
38.39337631,-126.2959412
47.26320894,-161.2499075
46.24192974,-153.8672316
42.52288888,156.0920448
45.46892444,-147.2278485
45.52646597,-149.7145359
46.37631336,171.333286
35.65900607,-121.2213152
44.92684853,166.7355565
36.67010753,-124.0649905
47.03966813,-159.6533565
33.92313728,-119.0527749
46.11570719,171.1676653
46.789507,-156.2449106
46.3798327,171.5601993
47.41142586,-173.6863306
47.47708447,-171.3743141
45.87762842,-150.1537273
45.18082725,-149.2277438
44.18663176,162.12036
45.17238579,164.4919253
40.18404289,150.6999581
37.1635806,-124.3395696
45.67105549,-150.3990791
43.25172164,-139.7783412
45.30069255,165.4937496
46.03396672,-151.4343091
47.07858306,-162.3365752
41.44681341,-134.1783526
43.55053734,158.8228605
40.31423251,-131.5037329
43.55019853,160.6406853
43.85651123,-141.2132151
37.35624596,-123.5642375
34.49265159,-119.7015974
37.7537158,-125.6441835
45.41596506,168.7054075
34.06399148,-118.7628513
36.19405572,-122.9232284
46.01673127,168.4166187
42.06122965,153.958012
46.60285223,173.3757026
41.11806963,152.7504405
44.13323179,-143.9614621
47.95281836,-168.1338216
47.45634433,179.3488098
36.16525398,-121.3444962
40.1762358,148.8441247
47.66358974,-169.1757705
41.30090186,152.7297866
41.05065721,151.1202116
46.27350868,-152.8182185
47.16921742,-178.337655
46.79226083,-158.8645275
43.72887627,-140.7058404
39.93455535,149.6753448
41.77036357,155.02381
38.1406461,145.740546
41.10417588,150.79958
40.14982473,149.6504694
48.05687433,-168.9148037
44.1661491,162.9835731
41.07817148,-132.3433117
47.20532633,-157.7553538
44.60872572,163.0108337
45.7720611,-148.502822
36.58817599,-122.6754604
42.09797146,-135.2431982
36.97187299,141.8883113
41.40062047,-134.3768828
46.19583958,-151.2506123
43.62516744,159.2588591
45.97236712,172.4990162
38.51306249,146.0402432
44.74197165,164.6895835
39.16326327,-128.3737357
47.47111557,-159.0512936
38.23947054,146.2647307
41.96795026,-134.1729699
46.83065441,-162.3038029
45.7800692,167.9302309
47.47772897,-174.3295139
33.92887555,-118.6610725
39.91185382,148.1668556
37.25374295,142.9445255
38.66008721,-127.1596162
38.78176363,146.3209079
47.35881534,-171.6307387
44.81654144,165.8296582
46.96822996,-176.4517771
35.4920647,-121.049023
47.06118532,-158.284497
47.39695688,177.9582383
41.76073875,154.4818765
45.74108108,169.408504
42.20334974,-137.112681
46.85432618,173.0049345
47.25332907,178.5723014
37.63359265,-124.2611976
40.3111246,-131.651176
45.16120506,-147.4481213
41.98239392,155.6177274
45.32442723,-147.2867634
37.19750317,142.3070262
43.64533472,-138.9479558
47.60434353,-167.1939455
47.23918414,-159.8837636
47.05329952,178.7393514
39.71570896,-130.7518194
47.39218208,-168.7507623
45.52457149,168.68512
37.74665001,143.811795
45.11166705,-146.1018559
47.33780419,-178.4906993
47.53369284,-167.1654875
42.44356658,-136.2359747
44.3742296,162.1721017
43.12485438,-139.1739128
47.06938769,-179.385429
47.5133284,179.6712597
47.48176329,-166.564157
37.6169832,-124.5687193
46.84652771,175.8306828
40.4748872,150.5023787
46.36116062,-154.7428786
42.55379432,-138.0160337
45.52334753,-148.9093317
42.74762059,157.2147187
47.46665859,-176.8973216
46.22132738,-153.4343852
35.20908501,-121.0981691
43.70944274,161.7957699
38.20570937,144.8808884
45.50114906,-151.2339106
42.57922,156.7864674
47.76388706,-166.2119845
37.23185446,-123.9475808
47.00257276,-160.0077469
45.22970887,-147.3457361
42.20726123,153.2627649
46.9087022,176.1063883
47.40643548,177.38894
38.92492668,147.2192327
47.66970558,-168.9819352
42.630757,-136.3805516
37.67311363,144.6357507
39.15405717,-128.6716442
46.86911837,174.8369816
44.23821984,-141.8898947
36.30082719,-122.0366753
44.81904239,-144.7810552
47.29719373,-161.927579
41.68324879,-136.5548647
38.69985155,146.6882227
36.32783685,-122.3290241
44.76048995,-144.8572948
43.57903288,159.9134225
46.09193786,-151.1444969
37.70643094,143.937634
37.73651738,143.9778341
43.40838722,158.8603167
44.86978804,165.5352001
47.30915162,-166.3485542
46.54361563,-151.0315856
42.72444803,-137.3165673
35.46427824,-121.0189361
34.45577795,-119.3036683
47.38571654,-177.6898449
42.07542866,-135.9591432
37.44665976,-124.5208244
42.26487012,154.8818023
45.11719335,165.9522136
34.41644853,-119.835839
43.45355889,158.5226224
40.13247625,149.9815827
40.21977973,-130.7957899
47.43647823,-159.9782328
45.88738482,170.0966799
38.61457733,145.4412486
47.46461012,-176.545116
46.96826527,-159.582193
45.81042019,-149.5261013
46.35961494,168.9879424
47.18934663,-179.6609552
45.80986243,-149.9428369
41.75201813,-133.8772065
45.25943185,-146.2004317
39.04381522,-127.4574034
48.31966394,-158.8181692
38.1597936,-123.9512368
46.64034726,170.0696081
46.97173452,-150.4255368
47.97727686,-178.3838439
48.57114905,-169.2219514
48.28397107,-176.5524896
45.55877977,-144.1256084
36.21726952,140.7196659
46.37185721,166.9746561
48.16695005,-158.6293277
41.34193453,151.8215925
41.73065867,-132.3982483
36.7370035,142.4879732
38.8942954,-124.5659828
42.2146853,-132.8060322
47.7253566,178.4731448
44.86002781,-142.0846285
43.81010786,-137.1468866
36.4680037,142.1029036
40.81769612,150.3626686
47.71386399,-178.4089925
38.55199507,146.550644
39.87442602,-128.1794883
44.94043452,-141.0033342
44.65906184,-142.19263
41.4189327,-131.296776
42.88644606,157.2564445
48.05443272,-159.5234283
48.56244801,-175.0641372
47.77193711,178.304887
42.63261984,-134.7620108
38.01399936,-123.5048486
44.91563662,-142.1884637
43.23055884,-135.6639992
45.2220245,-141.7204563
47.95544387,177.6066823
45.22331506,-145.1609661
48.49759032,-169.8432783
48.54769493,-165.0408558
46.97406358,172.7584398
43.29904814,-136.1404477
48.40998096,-174.1163685
47.72172894,-155.8305424
47.40003126,-155.3515492
47.30629609,174.2218662
38.43914863,146.2307041
41.79888836,153.2097201
43.70680634,159.2662882
41.23603896,-128.870795
38.56986578,-124.8415175
43.28740855,157.7291744
38.78086518,146.191363
37.54822021,-122.8383522
41.76837535,152.9125134
47.99236479,-177.3868536
46.68309133,168.8492713
48.67913455,-168.9932652
45.98374918,167.7251897
47.4895091,-153.9822098
45.39181164,-142.7748372
48.282845,-176.3469925
47.19922118,-151.1432735
47.09482415,175.1930843
45.51517733,163.9334209
47.97249025,-176.7814952
48.26995357,-164.6034776
47.39969043,-154.8422559
46.54241082,-150.5274078
43.10986287,-136.1859359
44.96219925,164.4616456
42.86910552,-135.3099381
38.70409676,-124.625777
37.27882137,143.0830637
43.74942475,-138.097776
38.63335407,-124.3722224
48.44764776,-175.2917591
48.23173428,-170.8901516
46.18241041,-145.3630742
44.38038018,162.3704394
39.12179018,-125.1728436
44.83548497,-140.7100392
47.82914886,177.8461659
44.59127685,-140.7832132
48.73613342,-174.8913909
47.15192128,174.6072302
48.404386,-165.8317627
48.34882817,-163.4095925
38.84514474,-124.8502318
46.9855648,-153.6018487
48.02306744,-160.2884827
41.82954794,153.5889698
46.45644721,-149.0467023
48.31992682,-161.9138189
40.85038237,-128.9600346
45.51116711,-144.1452864
47.83378741,176.0876996
48.34428268,-166.6007385
45.3438787,-143.305613
37.89978437,144.3041446
40.54164365,151.1860211
48.064502,179.5679472
48.06817652,-179.2881488
44.11373207,159.5782557
45.60119875,-145.9051709
42.60029142,155.4425829
43.53254137,157.5785329
47.38672012,-155.8429989
46.48389128,171.3855972
39.33006791,147.6646644
47.6919855,-156.3523097
44.35746722,-138.9174085
41.71149389,-131.6173812
48.58666853,-167.1048179
45.15799556,-142.2623325
48.17402719,-165.0212979
47.98681687,-158.8626243
44.4110257,160.5606089
46.39705467,169.6962697
40.28081775,-128.4220493
47.67763769,179.155178
45.82120576,-146.7960478
48.46197281,-164.6980043
48.21972194,-176.8072321
39.57368604,-126.0601556
47.68610653,174.1262783
35.84530765,141.4239693
36.63176699,141.2539875
48.23736723,-159.577267
45.42226941,163.8450594
39.26587881,-125.8147298
47.34639538,-152.9618525
45.5588815,165.3895725
35.67478182,141.1543196
44.40325329,-138.808518
41.12692548,-130.0769355
38.87067235,-125.0855149
37.1983481,143.3378547
47.45916408,177.499186
45.05927358,163.9635121
46.31009747,167.8148498
43.43088684,-136.9509388
39.60653675,147.563743
48.18219576,-163.3606577
39.66046791,147.7843877
48.35197047,-177.3008799
41.87458378,152.9160017
43.29613252,-136.2888825
37.96395293,144.8814041
37.48324817,143.3935998
44.25283109,-138.4362163
44.9611924,-141.9793554
43.04936501,156.594657
39.90443528,-127.7945546
38.28781378,-123.8321217
42.03818672,153.0370401
43.04612669,156.7441198
47.50110791,-156.2678877
38.92026469,-124.5020543
40.98303674,-127.5385484
44.39500193,-139.4936577
48.02814865,-161.2505471
41.37705419,-131.1580888
45.20946337,-143.0273418
48.04626724,179.4333533
41.71279453,-132.0074463
46.07672495,-145.6440741
41.50500477,-131.0102552
41.81753238,152.4455813
48.31185628,-165.2351917
46.62596411,170.3546232
46.28990629,169.2665764
48.05766418,176.3334117
40.32969015,149.7170673
45.7263612,164.886935
38.36799446,145.5204714
39.08887209,146.8938598
47.700087,-156.1896135
39.76111992,148.1540819
47.53022043,176.3999612
48.75732713,-175.7249699
41.6645307,151.8142635
39.00247757,147.2626399
46.09087154,166.0903349
46.78167179,-147.8216942
47.19168357,172.6739591
44.95421603,162.7329544
47.50443806,173.6660301
39.08939771,147.0799605
39.9140459,149.0474075
48.8236708,-168.8018359
39.59802231,-126.4021521
47.07893236,-152.4125795
41.34132674,-130.0594611
40.00006198,148.3749323
48.6168767,-161.6033235
44.47606475,-138.8012343
47.22047621,172.2623519
43.32440267,-136.0280979
42.76280631,-134.0387709
47.38384387,-153.2740688
46.3380804,-147.606716
40.6267453,-129.5821806
45.55007812,-143.456198
47.5272362,-157.0286953
47.20357104,173.2473671
40.94179869,-129.5222992
39.99620954,-128.050978
39.69364863,148.4357504
45.7186456,165.9013864
47.87732913,-158.9911008
48.35886922,-165.8364492
39.71756621,147.8299104
48.14262658,-176.1062388
41.93903071,153.4881162
40.52016638,151.2324522
47.66996842,-152.9721401
43.70128835,-137.8599666
36.47451413,142.2324213
45.22939271,-142.1854047
43.94513313,-137.3383508
42.09876691,-131.9306173
